siren,siret,denominationUniteLegale,pseudonymeUniteLegale,activitePrincipaleUniteLegale,complementAdresseEtablissement,numeroVoieEtablissement,indiceRepetitionEtablissement,dernierNumeroVoieEtablissement,indiceRepetitionDernierNumeroVoieEtablissement,typeVoieEtablissement,libelleVoieEtablissement,codePostalEtablissement,libelleCommuneEtablissement,libelleCommuneEtrangerEtablissement,distributionSpecialeEtablissement,codeCommuneEtablissement,codeCedexEtablissement,libelleCedexEtablissement,codePaysEtrangerEtablissement,libellePaysEtrangerEtablissement,identifiantAdresseEtablissement,coordonneeLambertAbscisseEtablissement,coordonneeLambertOrdonneeEtablissement,libellePaysEtranger2Etablissement,etatAdministratifEtablissement,enseigne1Etablissement,denominationUsuelleEtablissement,activitePrincipaleEtablissement,Adresse pr�cise
377680400,37768040000019,,,96.02A,,5,B,,,AVENUE,DE LA PLAGE,33740,ARES,,,33011,,,,,330110800_B,372496.77917384234,6416051.65212753,,A,,,96.02A,"5, B AVENUE DE LA PLAGE 33740 ARES"
377680400,37768040000027,,,96.02A,,71,,,,BOULEVARD,DE LA REPUBLIQUE,33510,ANDERNOS-LES-BAINS,,,33005,,,,,330050742_B,376414.3929622101,6412603.555880422,,A,SALON DOMINIQUE,,96.02A,71 BOULEVARD DE LA REPUBLIQUE 33510 ANDERNOS-LES-BAINS
377705470,37770547000013,,,96.02A,,39,,,,AVENUE,THIERS,33100,BORDEAUX,,,33063,,,,,330638920_B,418984.8760510032,6422151.117299543,,A,,,96.02A,39 AVENUE THIERS 33100 BORDEAUX
378127088,37812708800011,,,96.02A,,154,,,,RUE,NATIONALE,33240,SAINT-ANDRE-DE-CUBZAC,,,33366,,,,,333660750_B,428488.26354594453,6438781.906347507,,A,,,96.02A,154 RUE NATIONALE 33240 SAINT-ANDRE-DE-CUBZAC
378486336,37848633600019,,,96.02A,CENTRE COMMERCIAL LA BENAUGE,33,,,,RUE,ALEXANDER FLEMING,33100,BORDEAUX,,,33063,,,,,330630127_B,420148.7063023152,6422276.316452053,,A,,,96.02A,CENTRE COMMERCIAL LA BENAUGE 33 RUE ALEXANDER FLEMING 33100 BORDEAUX
378825434,37882543400020,,,96.02A,RESIDENCE LE PORT DU ROY,20,,,,RUE,CHARLES GOUNOD,33290,BLANQUEFORT,,,33056,,,,,330560150_B,414647.8040742713,6429849.28009758,,A,IDCOIFF,,96.02A,RESIDENCE LE PORT DU ROY 20 RUE CHARLES GOUNOD 33290 BLANQUEFORT
378885263,37888526300020,BCH COIFFURE,,96.02A,,8,,,,AVENUE,DE MERCADE,33880,SAINT-CAPRAIS-DE-BORDEAUX,,,33381,,,,,333815950_B,427770.2161354106,6411648.771008496,,A,TRENDY'R VEGETAL,,96.02A,8 AVENUE DE MERCADE 33880 SAINT-CAPRAIS-DE-BORDEAUX
379810997,37981099700013,,,96.02A,,71,,,,AVENUE,AUSTIN CONTE,33560,CARBON-BLANC,,,33096,,,,,330960308_B,423818.47696800216,6427913.257154125,,A,,CHRISTINE COIFFURE A DOMICILE,96.02A,71 AVENUE AUSTIN CONTE 33560 CARBON-BLANC
379861115,37986111500010,SARL GC,,96.02A,CTRE CIAL CENTR'ECO,4,,,,AVENUE,DU GENERAL DE GAULLE,33290,BLANQUEFORT,,,33056,,,,,330560325_B,413288.95862177643,6431485.3164009,,A,,,96.02A,CTRE CIAL CENTR'ECO 4 AVENUE DU GENERAL DE GAULLE 33290 BLANQUEFORT
379999790,37999979000015,,,96.02A,CTRE CIAL EXTENSION CARRIET,4,,,,RUE,JACQUES THIBAUD,33310,LORMONT,,,33249,,,,,33249mrd7_B,421708.7327353026,6426609.5411054725,,A,VARIATION COIFFURE,,96.02A,CTRE CIAL EXTENSION CARRIET 4 RUE JACQUES THIBAUD 33310 LORMONT
380243949,38024394900019,,,96.02A,,1,,,,RUE,LATASTE,33500,LIBOURNE,,,33243,,,,,332430860_B,444761.29585093213,6429482.331624329,,A,,,96.02A,1 RUE LATASTE 33500 LIBOURNE
380471714,38047171400010,,,96.02A,PARC DE RIBOT,153,,,,RUE,LOUIS BREGUET,33127,SAINT-JEAN-D'ILLAC,,,33422,,,,,334220464_B,400885.1632954264,6418838.591628989,,A,,,96.02A,PARC DE RIBOT 153 RUE LOUIS BREGUET 33127 SAINT-JEAN-D'ILLAC
381792613,38179261300022,,,96.02A,,18,,,,ROUTE,DU BOURG,33590,TALAIS,,,33521,,,,,335210008_B,383242.59043795103,6493868.650643115,,A,,,96.02A,18 ROUTE DU BOURG 33590 TALAIS
381907393,38190739300015,BIGOUDIS,,96.02A,,139,,,,BOULEVARD,DE LA REPUBLIQUE,33510,ANDERNOS-LES-BAINS,,,33005,,,,,330050742_B,375750.0914761483,6413127.630392692,,A,,,96.02A,139 BOULEVARD DE LA REPUBLIQUE 33510 ANDERNOS-LES-BAINS
382404598,38240459800023,,,96.02A,,74,,,,AVENUE,JEAN JAURES,33600,PESSAC,,,33318,,,,,333181800_B,413529.47633199126,6418733.246834486,,A,,,96.02A,74 AVENUE JEAN JAURES 33600 PESSAC
382865996,38286599600013,CPL ASSOCIES,,96.02A,,23,,,,RUE,VITAL CARLES,33000,BORDEAUX,,,33063,,,,,330639445_B,417330.19987573446,6421994.335927975,,A,,,96.02A,23 RUE VITAL CARLES 33000 BORDEAUX
383362225,38336222500047,GC,,96.02A,2 EME ETAGE,17,,,,PASSAGE,SARGET,33000,BORDEAUX,,,33063,,,,,330638520_B,417491.308256041,6422314.803541885,,A,,COLORS-BY.COM ATELIER DE COLORATION,96.02A,2 EME ETAGE 17 PASSAGE SARGET 33000 BORDEAUX
383674538,38367453800053,,,96.02A,,20,,,,RUE,THIERS,33460,MACAU,,,33262,,,,,332620945_B,415222.7820300956,6440774.768362894,,A,,,96.02A,20 RUE THIERS 33460 MACAU
383702420,38370242000019,,,96.02A,,124,,,,RUE,FERDINAND BUISSON,33130,BEGLES,,,33039,,,,,330390810_B,418739.7360390452,6417254.291992419,,A,,,96.02A,124 RUE FERDINAND BUISSON 33130 BEGLES
383736170,38373617000010,,,96.02A,,3,,,,PLACE,GABRIEL COQUILLEAU,33500,ARVEYRES,,,33015,,,,,33015q9fc_B,440778.79241870646,6426037.587411647,,A,,,96.02A,3 PLACE GABRIEL COQUILLEAU 33500 ARVEYRES
384677225,38467722500029,,,96.02A,,1,,,,,BIS ROUTE DE TAUDINAT,33450,MONTUSSAN,,,33293,,,,,,,,,A,,,96.02A,1 BIS ROUTE DE TAUDINAT 33450 MONTUSSAN
384981155,38498115500037,,,96.02A,,219,,,,COURS,DU MARECHAL GALLIENI,33000,BORDEAUX,,,33063,,,,,330635990_B,415694.43274532387,6419874.358275632,,A,,,96.02A,219 COURS DU MARECHAL GALLIENI 33000 BORDEAUX
388103855,38810385500036,,,96.02A,,6,,,,VENELLE,ABBE REBEYROL,33570,PUISSEGUIN,,,33342,,,,,33342xtpb_B,457578.1923661865,6429573.894870512,,A,,SGC COIFFURE A DOMICILE,96.02A,6 VENELLE ABBE REBEYROL 33570 PUISSEGUIN
388394173,38839417300081,,,96.02A,,11,,,,ALLEE,DES CAMELIAS,33480,SAINTE-HELENE,,,33417,,,,,334170110_B,393863.53390252637,6436344.261457334,,A,,,96.02A,11 ALLEE DES CAMELIAS 33480 SAINTE-HELENE
388432858,38843285800016,,,96.02A,,1,,,,RUE,ALFRED DE MUSSET,33320,EYSINES,,,33162,,,,,331620012_B,411957.6636007909,6426815.894237312,,A,,ALLO BELLE COIFFURE EYSINES (MIXTE ET ENFANTS),96.02A,1 RUE ALFRED DE MUSSET 33320 EYSINES
388435836,38843583600027,,,96.02A,,149,,,,AVENUE,DE L'YSER,33700,MERIGNAC,,,33281,,,,,332812810_B,410366.47097565065,6422563.966562607,,A,COIFFURE ANNIE,,96.02A,149 AVENUE DE L'YSER 33700 MERIGNAC
388736951,38873695100061,,,96.02A,,19,,,,RUE,PASTEUR,33210,LANGON,,,33227,,,,,332271130_B,442161.1927452304,6388929.832963092,,A,,,96.02A,19 RUE PASTEUR 33210 LANGON
388892952,38889295200036,,,96.02A,,8,,,,,LE MARHEUIL,33650,SAUCATS,,,33501,,,,,3350198am_B,413011.8829024059,6403562.192834291,,A,,PATRICIA COIFFURE,96.02A,8 LE MARHEUIL 33650 SAUCATS
389071069,38907106900014,CHRISPATISA,,96.02A,CHAMBERY,2,,,,RUE,FENELON,33140,VILLENAVE D ORNON,,,33550,,,,,335500381_C,,,,A,,,96.02A,CHAMBERY 2 RUE FENELON 33140 VILLENAVE D ORNON
389564493,38956449300051,,,96.02A,,3,,,,RUE,CHARLES GOUNOD,33160,SAINT-MEDARD-EN-JALLES,,,33449,,,,,334490316_B,404060.7242526591,6428893.5879444815,,A,,,96.02A,3 RUE CHARLES GOUNOD 33160 SAINT-MEDARD-EN-JALLES
389726043,38972604300067,,,96.02A,,2,,,,RUE,DE LA GLACIERE,33220,PINEUILH,,,33324,,,,,333240154_B,480910.99570445507,6419144.013961204,,A,,,96.02A,2 RUE DE LA GLACIERE 33220 PINEUILH
389928284,38992828400048,,,96.02A,CAZAUX,1,,,,,CAP DU MONT DE HAUT,33115,LA TESTE DE BUCH,,,33529,,,,,33529B094_C,,,,A,,,96.02A,CAZAUX 1 CAP DU MONT DE HAUT 33115 LA TESTE DE BUCH
390261378,39026137800033,,,96.02A,,336,,,,AVENUE,DU MARECHAL DE LATTRE DE TASSIGNY,33200,BORDEAUX,,,33063,,,,,330636000_B,413808.2923498381,6424250.8009584835,,A,GENERATION COIFFURE,GENERATION COIFFURE,96.02A,336 AVENUE DU MARECHAL DE LATTRE DE TASSIGNY 33200 BORDEAUX
390359552,39035955200028,,,96.02A,LE JARDIN DE THALIE,78,,,,RUE,CHEVALIER DE LA BARRE,33130,BEGLES,,,33039,,,,,330390550_B,419646.60495467705,6417877.016472928,,A,MAEVA,MAEVA,96.02A,LE JARDIN DE THALIE 78 RUE CHEVALIER DE LA BARRE 33130 BEGLES
390577245,39057724500017,,,96.02A,,188,,,,COURS,DE LA MARNE,33800,BORDEAUX,,,33063,,,,,330636065_B,418726.0571100729,6420659.034554548,,A,,LAURA COIFFURE,96.02A,188 COURS DE LA MARNE 33800 BORDEAUX
390578193,39057819300026,INSTITUT CAPILLAIRE UNIVERSEL CROISAN - SARL G ET C CROISAN,,96.02A,,220,,,,COURS,DE LA SOMME,33800,BORDEAUX,,,33063,,,,,330638705_B,417702.6698282971,6420067.864978329,,A,,,96.02A,220 COURS DE LA SOMME 33800 BORDEAUX
390661346,39066134600028,,,96.02A,,12,,,,PLACE,DE LA MAIRIE,33540,GORNAC,,,33189,,,,,331890048_B,447833.4686972735,6401029.073301235,,A,,,96.02A,12 PLACE DE LA MAIRIE 33540 GORNAC
391091444,39109144400029,MAZAK II,,96.02A,,90,,,,RUE,MONTESQUIEU,33500,LIBOURNE,,,33243,,,,,332431010_B,444269.4864748056,6429444.153052699,,A,TCHIP COIFFURE,,96.02A,90 RUE MONTESQUIEU 33500 LIBOURNE
391637824,39163782400015,SCDF BOUDET HAZERA,,96.02A,CTRE COMMERCIAL MERIADECK,57,,,,RUE,DU CHATEAU D'EAU,33000,BORDEAUX,,,33063,,,,,330632015_B,416936.006186862,6421952.406139765,,A,,,96.02A,CTRE COMMERCIAL MERIADECK 57 RUE DU CHATEAU D'EAU 33000 BORDEAUX
392072641,39207264100021,,,96.02A,,8,,,,RUE,FRANCOIS MITTERRAND,33160,SAINT-MEDARD-EN-JALLES,,,33449,,,,,334490507_B,406628.91768845764,6428692.446272314,,A,ART ET COIFFURE,,96.02A,8 RUE FRANCOIS MITTERRAND 33160 SAINT-MEDARD-EN-JALLES
392513750,39251375000035,,,96.02A,,3,,,,PLACE,DE LA REPUBLIQUE,33540,SAUVETERRE-DE-GUYENNE,,,33506,,,,,335060073_B,455544.3319400341,6404046.681249395,,A,SONIA CREATIONS,,96.02A,3 PLACE DE LA REPUBLIQUE 33540 SAUVETERRE-DE-GUYENNE
392637872,39263787200053,[ND],[ND],96.02A,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],LE TOURNE,,[ND],33534,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.02A, LE TOURNE
392687323,39268732300015,,,96.02A,,2,,,,AVENUE,GAMBETTA,33480,CASTELNAU-DE-MEDOC,,,33104,,,,,331040090_B,400934.15214876784,6443728.979264351,,A,,,96.02A,2 AVENUE GAMBETTA 33480 CASTELNAU-DE-MEDOC
392941381,39294138100031,,,96.02A,,18,,,,ALLEE,DES BRUYERES,33470,GUJAN-MESTRAS,,,33199,,,,,331990100_B,373967.2773021031,6401509.817327247,,A,,,96.02A,18 ALLEE DES BRUYERES 33470 GUJAN-MESTRAS
393004502,39300450200042,,,96.02A,ETAGE 0,26,,,,AVENUE,DE LA REPUBLIQUE,33138,LANTON,,,33229,,,,,332290580_B,379308.02620164875,6409308.468701675,,A,,VALERIE A DOMICILE,96.02A,ETAGE 0 26 AVENUE DE LA REPUBLIQUE 33138 LANTON
393187943,39318794300047,,,96.02A,,2,,,,,DESTANQUE,33720,BARSAC,,,33030,,,,,33030m3te_B,436753.69608739315,6394079.448830349,,A,,CHRISTEL' COIFF',96.02A,2 DESTANQUE 33720 BARSAC
393273834,39327383400035,COIFFURE CONSEIL ET DEVELOPPEMENT,,96.02A,,90,,,,RUE,DU LOUP,33000,BORDEAUX,,,33063,,,,,330635705_B,417513.164136083,6421795.138469655,,A,,,96.02A,90 RUE DU LOUP 33000 BORDEAUX
393482013,39348201300017,,,96.02A,,22,,,,RUE,FONDAUDEGE,33000,BORDEAUX,,,33063,,,,,330633570_B,417282.05489880464,6422713.547218803,,A,,,96.02A,22 RUE FONDAUDEGE 33000 BORDEAUX
393576525,39357652500025,,,96.02A,,14,,,,AVENUE,DU BOURG,33390,BERSON,,,33047,,,,,330470013_B,417964.4226085266,6451734.827894252,,A,,,96.02A,14 AVENUE DU BOURG 33390 BERSON
393693353,39369335300012,CHRISTINE'S,,96.02A,,17,,,,AVENUE,ROGER COHE,33600,PESSAC,,,33318,,,,,333182945_B,412945.27233447356,6418559.9674814055,,A,,,96.02A,17 AVENUE ROGER COHE 33600 PESSAC
393795307,39379530700023,,,96.02A,,27,,,,RUE,DE LA DEVISE,33000,BORDEAUX,,,33063,,,,,330632645_B,417842.7931133306,6422037.712194615,,A,,,96.02A,27 RUE DE LA DEVISE 33000 BORDEAUX
393827027,39382702700078,[ND],[ND],96.02A,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],PESSAC,,[ND],33318,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.02A, PESSAC
393895487,39389548700014,C.R.E.M,,96.02A,,6,,,,AVENUE,DE L'EUROPE,33350,SAINT-MAGNE-DE-CASTILLON,,,33437,,,,,334371625_B,458879.55674909323,6421928.141992809,,A,COIFFEUSEMENT VOTRE,,96.02A,6 AVENUE DE L'EUROPE 33350 SAINT-MAGNE-DE-CASTILLON
394238984,39423898400048,,,96.02A,MAISON NO 6,71,,,,RUE,CARLE VERNET,33140,VILLENAVE-D'ORNON,,,33550,,,,,335500227_B,419156.70730776055,6414041.944788488,,A,,,96.02A,MAISON NO 6 71 RUE CARLE VERNET 33140 VILLENAVE-D'ORNON
394382360,39438236000045,,,96.02A,,6,B,,,RUE,DE LA SEOUBE,33260,LA TESTE-DE-BUCH,,,33529,,,,,335292875_B,370910.21731989627,6399983.541262457,,A,,,96.02A,"6, B RUE DE LA SEOUBE 33260 LA TESTE-DE-BUCH"
394647382,39464738200032,,,96.02A,,3,,,,QUAI,HUBERT PROM,33300,BORDEAUX,,,33063,,,,,330634465_B,419279.0486321435,6425123.219875017,,A,,LES COIFFURES DE CAROLINE,96.02A,3 QUAI HUBERT PROM 33300 BORDEAUX
394697882,39469788200014,,,96.02A,,97,,,,AVENUE,JEAN CORDIER,33600,PESSAC,,,33318,,,,,333181770_B,414053.58164815465,6419643.841821162,,A,,,96.02A,97 AVENUE JEAN CORDIER 33600 PESSAC
394703177,39470317700045,,,96.02A,,72,,,,AVENUE,AUSTIN CONTE,33560,CARBON-BLANC,,,33096,,,,,330960308_B,423917.30721580336,6428044.511488128,,A,VIRGINIE COIFFURE,,96.02A,72 AVENUE AUSTIN CONTE 33560 CARBON-BLANC
397609751,39760975100029,,,96.02A,,2,,,,RUE,PORTE DU DROT,33580,MONSEGUR,,,33289,,,,,33289lm2c_B,468473.0854497348,6398863.083330753,,A,SIERRA COIFFURE,,96.02A,2 RUE PORTE DU DROT 33580 MONSEGUR
398227462,39822746200023,,,96.02A,,38,,,,AVENUE,DU PONT DE L'ORIENT,33600,PESSAC,,,33318,,,,,333182770_B,411559.772970471,6418764.5436432045,,A,,,96.02A,38 AVENUE DU PONT DE L'ORIENT 33600 PESSAC
398365742,39836574200012,,,96.02A,,115,,,,ROUTE,DE LA SAUVETAT,33390,CARS,,,33100,,,,,33100vc42_B,416290.83,6455196.6,,A,,,96.02A,115 ROUTE DE LA SAUVETAT 33390 CARS
398579953,39857995300017,,,96.02A,,141,,,,BOULEVARD,DE LA REPUBLIQUE,33510,ANDERNOS-LES-BAINS,,,33005,,,,,330050742_B,375751.1192086957,6413127.577009834,,A,,,96.02A,141 BOULEVARD DE LA REPUBLIQUE 33510 ANDERNOS-LES-BAINS
398596536,39859653600019,,,96.02A,,5,,,,RUE,MARC BOURGUEDIEU,33112,SAINT-LAURENT-MEDOC,,,33424,,,,,334240220_B,399805.0717039489,6457448.845939684,,A,,,96.02A,5 RUE MARC BOURGUEDIEU 33112 SAINT-LAURENT-MEDOC
398609867,39860986700047,,,96.02A,CTRE CIAL CARREFOUR MARKET,1,,,,,PEY DU PRAT,33420,GREZILLAC,,,33194,,,,,33194B083_C,,,,A,DOMINICK COIFFURE,,96.02A,CTRE CIAL CARREFOUR MARKET 1 PEY DU PRAT 33420 GREZILLAC
398782987,39878298700026,,,96.02A,,2,,,,,LD GABILLONNERIE,33540,SAINT-BRICE,,,33379,,,,,,,,,A,KEA COIFFURE,KEA COIFFURE,96.02A,2 LD GABILLONNERIE 33540 SAINT-BRICE
398903138,39890313800020,,,96.02A,,441,,,,ALLEE,DU HAPCHOT,33127,SAINT-JEAN-D'ILLAC,,,33422,,,,,334220324_B,400371.26754246425,6419849.599213924,,A,,,96.02A,441 ALLEE DU HAPCHOT 33127 SAINT-JEAN-D'ILLAC
398943613,39894361300016,,,96.02A,,200,,,,AVENUE,DU GENERAL DE GAULLE,33290,BLANQUEFORT,,,33056,,,,,330560325_B,413271.18299124384,6432006.48145532,,A,,,96.02A,200 AVENUE DU GENERAL DE GAULLE 33290 BLANQUEFORT
399174051,39917405100017,,,96.02A,,120,,,,RUE,BRANLY,33720,CERONS,,,33120,,,,,331200025_B,435503.2,6398032.51,,A,,MURIEL COIFF',96.02A,120 RUE BRANLY 33720 CERONS
399223478,39922347800013,,,96.02A,,,,,,PLACE,DU 1ER AOUT,33730,PRECHAC,,,33336,,,,,33336dezkzm_B,433047.2101893407,6372313.206111022,,A,,,96.02A, PLACE DU 1ER AOUT 33730 PRECHAC
399241280,39924128000052,[ND],[ND],96.02A,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],PORCHERES,,[ND],33332,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.02A, PORCHERES
399253103,39925310300010,,,96.02A,,99,,,,COURS,DE LA REPUBLIQUE,33470,GUJAN-MESTRAS,,,33199,,,,,331990790_B,378144.4056956096,6401648.822772303,,A,,,96.02A,99 COURS DE LA REPUBLIQUE 33470 GUJAN-MESTRAS
399333327,39933332700027,,,96.02A,,2,,,,CHEMIN,DU CASSE,33500,LIBOURNE,,,33243,,,,,332430273_B,445492.0764484396,6429589.699367137,,A,,,96.02A,2 CHEMIN DU CASSE 33500 LIBOURNE
399388271,39938827100021,,,96.02A,,4,,,,RUE,DU GENERAL DE GAULLE,33590,SAINT-VIVIEN-DE-MEDOC,,,33490,,,,,334900116_B,384578.70223184803,6489384.598707256,,A,,ID.AL COIFFURE,96.02A,4 RUE DU GENERAL DE GAULLE 33590 SAINT-VIVIEN-DE-MEDOC
399607100,39960710000027,PATRICK C,,96.02A,,74,,,,COURS,GEORGES CLEMENCEAU,33000,BORDEAUX,,,33063,,,,,330633985_B,417357.2769668625,6422544.3600095855,,A,PATRICK C,PATRICK C,96.02A,74 COURS GEORGES CLEMENCEAU 33000 BORDEAUX
399675941,39967594100013,MARIBELLE COIFFURE,,96.02A,,11,,,,ALLEE,ROGER TOUTON,33120,ARCACHON,,,33009,,,,,330091965_B,368285.01447989047,6403137.543674729,,A,,,96.02A,11 ALLEE ROGER TOUTON 33120 ARCACHON
399799840,39979984000026,,,96.02A,,45,,,,COURS,HERICART DE THURY,33120,ARCACHON,,,33009,,,,,330091050_B,369906.5091210297,6404445.246727182,,A,,SYL' COIFF,96.02A,45 COURS HERICART DE THURY 33120 ARCACHON
400144994,40014499400029,SARL NOUVELLE VAGUE,,96.02A,,12,,,,PLACE,ALBERT RIGOULET,33190,LA REOLE,,,33352,,,,,333520040_B,458628.6441852264,6391607.31795998,,A,,,96.02A,12 PLACE ALBERT RIGOULET 33190 LA REOLE
400534434,40053443400016,,,96.02A,,6,,,,RUE,FLORNOY,33000,BORDEAUX,,,33063,,,,,330633565_B,414766.25089498423,6421508.831438919,,A,,,96.02A,6 RUE FLORNOY 33000 BORDEAUX
400703567,40070356700042,,,96.02A,,4,,,,,LOT COTEAUX DE GUYENNE,33540,SAUVETERRE-DE-GUYENNE,,,33506,,,,,,,,,A,,,96.02A,4 LOT COTEAUX DE GUYENNE 33540 SAUVETERRE-DE-GUYENNE
400895231,40089523100019,TECHNI COIF,,96.02A,,20,,,,RUE,PALLAS,33430,BAZAS,,,33036,,,,,330361079_B,444354.93904057046,6375573.863315804,,A,,,96.02A,20 RUE PALLAS 33430 BAZAS
401033436,40103343600049,,,96.02A,,3,,,,LD,LE MEDECIN,33430,BERNOS-BEAULAC,,,33046,,,,,,,,,A,,,96.02A,3 LD LE MEDECIN 33430 BERNOS-BEAULAC
401301387,40130138700015,,,96.02A,,2,,,,RUE,ANATOLE FRANCE,33230,COUTRAS,,,33138,,,,,331380030_B,453781.96947754675,6442860.977365904,,A,,,96.02A,2 RUE ANATOLE FRANCE 33230 COUTRAS
401470018,40147001800029,,,96.02A,,2,,,,RUE,DU PARC DES SPORTS,33440,AMBARES-ET-LAGRAVE,,,33003,,,,,330030410_B,424742.98,6431551.37,,A,,ALEXANE COIFFURE,96.02A,2 RUE DU PARC DES SPORTS 33440 AMBARES-ET-LAGRAVE
402124556,40212455600026,,,96.02A,,416,,,,AVENUE,DU MARECHAL DE LATTRE DE TASSIGNY,33200,BORDEAUX,,,33063,,,,,330636000_B,413407.85750255134,6424337.584888269,,A,LE 416,LE 416,96.02A,416 AVENUE DU MARECHAL DE LATTRE DE TASSIGNY 33200 BORDEAUX
402144422,40214442200027,[ND],[ND],96.02A,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],PESSAC,,[ND],33318,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.02A, PESSAC
402262752,40226275200452,FRANCK PROVOST SALONS,,96.02A,,,,,,,CENTRE COMMERCIAL GRAND TOUR,33560,SAINTE-EULALIE,,,33397,,,,,,,,,A,FRANCK PROVOST,,96.02A, CENTRE COMMERCIAL GRAND TOUR 33560 SAINTE-EULALIE
402262752,40226275200775,FRANCK PROVOST SALONS,,96.02A,C CIAL AUCHAN MERIADECK LOCAL 15B - 33092 BORDEAUX CEDEX,,,,,RUE,CLAUDE BONNIER,33000,BORDEAUX,,,33063,,,,,330632087_B,416574.63,6421859.87,,A,FRANCK PROVOST,,96.02A,C CIAL AUCHAN MERIADECK LOCAL 15B - 33092 BORDEAUX CEDEX  RUE CLAUDE BONNIER 33000 BORDEAUX
402262752,40226275200833,FRANCK PROVOST SALONS,,96.02A,CENTRE COMMERCIAL AUCHAN,,,,,RUE,DE LA GABARE,33270,BOULIAC,,,33065,,,,,330650327_B,421524.13,6419464.65,,A,FRANCK PROVOST,,96.02A,CENTRE COMMERCIAL AUCHAN  RUE DE LA GABARE 33270 BOULIAC
402262752,40226275200841,FRANCK PROVOST SALONS,,96.02A,CENTRE COMMERCIAL CARREFOUR,102,,,,AVENUE,DU GENERAL DE GAULLE,33500,LIBOURNE,,,33243,,,,,332430575_B,445950.18,6427444.83,,A,FRANCK PROVOST,,96.02A,CENTRE COMMERCIAL CARREFOUR 102 AVENUE DU GENERAL DE GAULLE 33500 LIBOURNE
402262752,40226275201054,FRANCK PROVOST SALONS,,96.02A,CENTRE COMMERCIAL AUCHAN,,,,,AVENUE,GUSTAVE EIFFEL,33600,PESSAC,,,33318,,,,,333181085_B,411508.17,6415926.23,,A,FRANCK PROVOST,,96.02A,CENTRE COMMERCIAL AUCHAN  AVENUE GUSTAVE EIFFEL 33600 PESSAC
402262752,40226275201062,FRANCK PROVOST SALONS,,96.02A,CENTRE COMMERCIAL LECLERC BORDEAUX OUE,,,,,AVENUE,DESCARTES,33160,SAINT-MEDARD-EN-JALLES,,,33449,,,,,334490390_B,408525.68,6427521.38,,A,FRANCK PROVOST,,96.02A,CENTRE COMMERCIAL LECLERC BORDEAUX OUE  AVENUE DESCARTES 33160 SAINT-MEDARD-EN-JALLES
402262752,40226275201070,FRANCK PROVOST SALONS,,96.02A,CENTRE COMMERCIAL INTERMARCHE CAP OCEA,,,,,RUE,LAGRUA,33260,LA TESTE-DE-BUCH,,,33529,,,,,335291745_B,370678.69,6402119.04,,A,FRANCK PROVOST,,96.02A,CENTRE COMMERCIAL INTERMARCHE CAP OCEA  RUE LAGRUA 33260 LA TESTE-DE-BUCH
402262752,40226275201088,FRANCK PROVOST SALONS,,96.02A,CENTRE COMMERCIAL CARREFOUR,,,,,AVENUE,DE LA SOMME,33700,MERIGNAC,,,33281,,,,,332812665_B,410814.26,6421226.13,,A,FRANCK PROVOST,,96.02A,CENTRE COMMERCIAL CARREFOUR  AVENUE DE LA SOMME 33700 MERIGNAC
402262752,40226275201393,FRANCK PROVOST SALONS,,96.02A,CENTRE COMMERCIAL AUCHAN LE LAC,,,,,AVENUE,ANDRE REINSON,33300,BORDEAUX,,,33063,,,,,330630304_B,418059.93,6426253.29,,A,FRANCK PROVOST,,96.02A,CENTRE COMMERCIAL AUCHAN LE LAC  AVENUE ANDRE REINSON 33300 BORDEAUX
402303564,40230356400023,,,96.02A,,14,,,,CITE,TOUVENT,33390,BLAYE,,,33058,,,,,33058a030_B,412891.3,6454216.49,,A,,,96.02A,14 CITE TOUVENT 33390 BLAYE
402429542,40242954200028,,,96.02A,,1748,,,,RTE,JEAN BAPTISTE DE BAUDRE,33210,CASTETS ET CASTILLON,,,33106,,,,,,,,,A,CASSE TETE COIFFURE,CASSE TETE COIFFURE,96.02A,1748 RTE JEAN BAPTISTE DE BAUDRE 33210 CASTETS ET CASTILLON
402936462,40293646200017,,,96.02A,,,,,,CHEMIN,DE L’ESTEY,33360,LATRESNE,,,33234,,,,,332340118_B,424027.4297827588,6415548.774456487,,A,,,96.02A, CHEMIN DE L’ESTEY 33360 LATRESNE
403057847,40305784700010,,,96.02A,,7,,,,,COICAULT,33760,MARTRES,,,33275,,,,,33275B008_C,,,,A,,,96.02A,7 COICAULT 33760 MARTRES
403076441,40307644100019,,,96.02A,,14,,,,,JOFFRE,33480,CASTELNAU-DE-MEDOC,,,33104,,,,,,,,,A,,,96.02A,14 JOFFRE 33480 CASTELNAU-DE-MEDOC
403159833,40315983300017,,,96.02A,,30,,,,ROUTE,DE L’EUROPE,33910,SAINT-DENIS-DE-PILE,,,33393,,,,,333930042_B,449867.78456415416,6437320.454909608,,A,,,96.02A,30 ROUTE DE L’EUROPE 33910 SAINT-DENIS-DE-PILE
